,seeker_post,response_post,ER_level,EX_level,IP_level,index,indices,seeker_post,familiarity_seeker,goal_support_seeker,suddenness_seeker,social_norms_seeker,not_consider_seeker,chance_responsblt_seeker,self_responsblt_seeker,other_control_seeker,pleasantness_seeker,predict_conseq_seeker,accept_conseq_seeker,predict_event_seeker,urgency_seeker,other_responsblt_seeker,self_control_seeker,chance_control_seeker,standards_seeker,goal_relevance_seeker,attention_seeker,unpleasantness_seeker,index,indices,response_post,familiarity_response,goal_support_response,suddenness_response,social_norms_response,not_consider_response,chance_responsblt_response,self_responsblt_response,other_control_response,pleasantness_response,predict_conseq_response,accept_conseq_response,predict_event_response,urgency_response,other_responsblt_response,self_control_response,chance_control_response,standards_response,goal_relevance_response,attention_response,unpleasantness_response
10,Happy birthday to me. I guess. Looks like it's time to get drunk and lay on the couch. Again.  Happy birthday to me,"Happy birthday love, have a great one!",1,0,0,20,1,Happy birthday to me. I guess. Looks like it's time to get drunk and lay on the couch. Again.  Happy birthday to me,2.9934791326522827,2.757744789123535,3.0191750526428223,1.7733181715011597,2.4398183822631836,2.168271780014038,3.244093179702759,3.3928229808807373,3.4996118545532227,2.6548564434051514,3.109800338745117,3.1014482975006104,3.333400249481201,3.0411980152130127,2.8834837675094604,2.255630373954773,1.782609462738037,2.9074047803878784,3.559234857559204,2.2625370025634766,21,0,"Happy birthday love, have a great one!",3.0372955799102783,3.598297119140625,2.6384384632110596,0.8357289880514145,2.2583673000335693,2.15985643863678,3.07364559173584,3.5751938819885254,4.2725629806518555,3.4344916343688965,3.3082549571990967,3.247504711151123,3.3819072246551514,3.402247905731201,3.6267316341400146,1.9639133214950562,1.6283246278762817,3.0183262825012207,3.426506996154785,0.9584554694592953
11,"No friends?. How, as an adult, do you make friends in 2018??","Posting this, you are looking for a friwnd? Well I have not much to offer you but a chat. You want to be my friend?",1,2,0,22,1,"No friends?. How, as an adult, do you make friends in 2018??",3.0430150032043457,2.6087228059768677,3.3997721672058105,2.2789113521575928,2.541345000267029,1.8722588419914246,2.4621450901031494,3.8571269512176514,2.354408383369446,3.1956989765167236,3.2355294227600098,2.59377384185791,3.2765724658966064,3.864078998565674,2.433749556541443,1.6815642714500427,2.5370832681655884,3.4539711475372314,3.8734018802642822,2.8883384466171265,23,0,"Posting this, you are looking for a friwnd? Well I have not much to offer you but a chat. You want to be my friend?",3.140815496444702,2.5079509019851685,2.981204867362976,2.1167781352996826,2.5688918828964233,1.8522605895996094,3.2153398990631104,3.2941341400146484,2.910753607749939,2.938997983932495,3.2417259216308594,2.5674896240234375,3.156464099884033,3.599315643310547,2.849281907081604,1.6225029826164246,2.994348645210266,2.9378738403320312,3.3615710735321045,2.3447054624557495
12,What does depression feel like?. Honest question what does depression feel like or is it different for everyone?,like being stuck in a black hole. At times you just close your eyes and fall. Other times you open your eyes. Your eyes adjust to the darkness you realize your in a room and the door is only 3ft away it seems impossible to reach so you close your eyes and keep falling,0,0,0,24,1,What does depression feel like?. Honest question what does depression feel like or is it different for everyone?,3.2187511920928955,2.195241332054138,3.5956931114196777,2.2756242752075195,2.7426992654800415,2.106460690498352,2.5238096714019775,3.724825859069824,2.7781447172164917,3.261676073074341,2.9556697607040405,2.6511945724487305,2.9041337966918945,3.8227524757385254,2.6229954957962036,1.8939823508262634,3.0891780853271484,3.2483010292053223,3.8340797424316406,3.245877504348755,25,0,like being stuck in a black hole. At times you just close your eyes and fall. Other times you open your eyes. Your eyes adjust to the darkness you realize your in a room and the door is only 3ft away it seems impossible to reach so you close your eyes and keep falling,3.2272515296936035,1.6740577816963196,3.3356199264526367,1.6992864608764648,3.4968338012695312,2.7036728858947754,2.4392155408859253,2.9726712703704834,1.1348300129175186,3.097573757171631,3.3230228424072266,2.63972806930542,2.975874900817871,3.225619077682495,3.0531227588653564,2.8582286834716797,2.8956297636032104,3.0043280124664307,3.7009105682373047,4.631953716278076
13,"Do you ever just look at yourself and think I really hate you?. Self loathing seems to be the largest problem with my depression, just wondering if anyone could relate.",I look in the mirror sometimes and think how pathetic I am,0,0,2,26,1,"Do you ever just look at yourself and think I really hate you?. Self loathing seems to be the largest problem with my depression, just wondering if anyone could relate.",3.0157322883605957,1.2262889593839645,2.8596173524856567,2.6300042867660522,3.062394857406616,1.9936643242835999,2.9868279695510864,3.1460931301116943,1.5712794661521912,3.1851966381073,2.9317997694015503,2.8355016708374023,3.0236406326293945,3.5761823654174805,2.7361336946487427,1.8397800922393799,3.202655076980591,2.989620089530945,3.6715149879455566,4.507176637649536,27,0,I look in the mirror sometimes and think how pathetic I am,3.688983678817749,1.4091688692569733,3.682046890258789,2.6967263221740723,3.823396921157837,2.638031482696533,3.571028470993042,2.646574378013611,0.7811572253704071,2.984281897544861,3.129796028137207,2.9675614833831787,3.0088114738464355,3.1488728523254395,3.2712619304656982,2.50875186920166,3.403107166290283,3.4437644481658936,3.8437647819519043,4.8900299072265625
14,"Hello im new. Hi I'm AJ, I'm a 16/M with depression and disabilitys, and gay. I've had depression since I was around 7 due to bullying. I'm extremely weird and dislikable but it never hurts to make a friend online",Hi AJ! glad to meet ya! Welcome to the sub jen. 31 and been depressed off and on since I remember when. Crappy family life yadda yadda. What kinda stuff are you into?,1,1,2,28,1,"Hello im new. Hi I'm AJ, I'm a 16/M with depression and disabilitys, and gay. I've had depression since I was around 7 due to bullying. I'm extremely weird and dislikable but it never hurts to make a friend online",3.0952014923095703,2.2609251737594604,3.4447195529937744,2.200837254524231,2.82991361618042,1.702262282371521,3.1329190731048584,3.3807287216186523,3.106492757797241,3.1787302494049072,3.515782117843628,2.949369192123413,3.117584705352783,3.5061349868774414,3.300473213195801,1.944676160812378,2.5758196115493774,2.9389986991882324,3.938765048980713,3.304143190383911,29,0,Hi AJ! glad to meet ya! Welcome to the sub jen. 31 and been depressed off and on since I remember when. Crappy family life yadda yadda. What kinda stuff are you into?,2.9694541692733765,2.254145622253418,3.3840062618255615,1.8307753801345825,2.6869271993637085,2.0100878477096558,2.8656455278396606,3.495208740234375,3.0709574222564697,3.307809591293335,3.2421958446502686,2.692962884902954,3.1282997131347656,3.8313982486724854,2.704032063484192,1.9285053610801697,2.2601550817489624,3.0348896980285645,3.718395709991455,2.6783896684646606
15,"Is anyone not even fazed by people disappointing you anymore?. So it's more of a welp, of course everyone is disappointing me because I'm a stupid, worthless person and you're not even upset because it's like a calm acceptance of something you figured would happen anyway.",I always expect the worse because I'm either always right or pleasantly surprised.,0,0,0,30,1,"Is anyone not even fazed by people disappointing you anymore?. So it's more of a welp, of course everyone is disappointing me because I'm a stupid, worthless person and you're not even upset because it's like a calm acceptance of something you figured would happen anyway.",3.167682647705078,1.7387611865997314,2.9467575550079346,2.7141932249069214,3.1977343559265137,1.9027878642082214,2.548663020133972,3.6744024753570557,1.5463963747024536,2.8362350463867188,2.9473456144332886,2.864785313606262,2.9733089208602905,3.5748772621154785,2.626869797706604,1.922351896762848,2.98669695854187,3.119955062866211,3.541525363922119,3.8703737258911133,31,0,I always expect the worse because I'm either always right or pleasantly surprised.,3.432424306869507,2.511125922203064,2.601037859916687,1.7487260699272156,2.654362440109253,2.1568567752838135,3.7847206592559814,2.8384947776794434,2.51996648311615,3.104496955871582,3.135911464691162,3.1095221042633057,2.750899910926819,2.6041338443756104,3.1316347122192383,2.1786727905273438,2.43564510345459,2.999300718307495,3.4664673805236816,3.483365535736084
16,Does anyone else have a hard time getting motivated to exercise?. I find exercise almost unbearable w/ depression.,"The only way I'll exercise is if it's a real task that matters, like jogging to get to the bus stop on time or lifting furniture at work. I can't do the whole exercise for the sake of being healthy thing. I don't care enough about my health for that to work.",0,0,2,32,1,Does anyone else have a hard time getting motivated to exercise?. I find exercise almost unbearable w/ depression.,3.2003259658813477,2.1993080377578735,3.0766544342041016,2.2684383392333984,2.766420006752014,1.7746322751045227,3.2594072818756104,3.25651216506958,2.069026470184326,3.2962348461151123,3.0058422088623047,3.2254831790924072,2.9673134088516235,3.0203351974487305,2.8867143392562866,1.7541424036026,2.7016812562942505,3.06646728515625,3.7372145652770996,3.594257354736328,33,0,"The only way I'll exercise is if it's a real task that matters, like jogging to get to the bus stop on time or lifting furniture at work. I can't do the whole exercise for the sake of being healthy thing. I don't care enough about my health for that to work.",3.4257171154022217,2.6331658363342285,2.91845166683197,1.7659394145011902,2.9542324542999268,1.9012908935546875,3.524897575378418,3.0219061374664307,1.7053211331367493,3.3761091232299805,3.249307632446289,3.410457134246826,3.0479507446289062,2.8321703672409058,3.065443992614746,1.8228952884674072,2.4844205379486084,2.920816421508789,3.8448104858398438,3.8165371417999268
17,Had my heart broken by a girl about 6 months ago... will I feel love / be able to love ever again ?. I've experienced breakups before but this one was just vacuum levels of suck,I'm sorry that haopened. I've never had a breakup because I always get rejected. I've had similar things so I can at least get an idea of how that must feel. But I believe you can find another girl you live.,2,0,1,34,1,Had my heart broken by a girl about 6 months ago... will I feel love / be able to love ever again ?. I've experienced breakups before but this one was just vacuum levels of suck,2.4786360263824463,2.104967951774597,3.6072680950164795,1.8338740468025208,2.653014063835144,1.9772685170173645,2.901713013648987,2.3709867000579834,1.6499614119529724,2.8489162921905518,2.6565176248550415,1.9458866715431213,2.651196837425232,2.9805864095687866,1.9238744378089905,2.0920580625534058,1.9961388111114502,2.1126610040664673,2.8971164226531982,3.429797887802124,35,0,I'm sorry that haopened. I've never had a breakup because I always get rejected. I've had similar things so I can at least get an idea of how that must feel. But I believe you can find another girl you live.,2.758617639541626,2.2756505012512207,3.1467530727386475,2.2647664546966553,3.068816661834717,2.2014338970184326,2.6962543725967407,3.3485193252563477,2.627260208129883,2.9260212182998657,3.23703932762146,2.8477814197540283,3.0757036209106445,3.5975840091705322,2.390328526496887,1.9991045594215393,2.6716508865356445,2.995208740234375,3.70135498046875,3.1397006511688232
18,I've done everything possible to prove I'm worth loving.. Yet here I am. Alone.,"i totally get that shit. seriously i do. i was just asking, i was just wondering. maybe your one of the lucky ones meant to wait for their real love to come. giving my situation id of totally preferred that, then being torn apart with bad relationships causing all sorts of insecurities. being lonely sucks, but being broken any better.. be",1,0,0,36,1,I've done everything possible to prove I'm worth loving.. Yet here I am. Alone.,3.0580499172210693,2.734509825706482,3.1332876682281494,1.7566449642181396,2.5743829011917114,1.9705328941345215,3.834195375442505,3.1569290161132812,2.3270102739334106,3.1062324047088623,2.8220036029815674,3.1875171661376953,3.1652491092681885,3.1401402950286865,2.96827495098114,1.9127464890480042,2.364643692970276,2.9649094343185425,3.410275936126709,3.5210342407226562,37,0,"i totally get that shit. seriously i do. i was just asking, i was just wondering. maybe your one of the lucky ones meant to wait for their real love to come. giving my situation id of totally preferred that, then being torn apart with bad relationships causing all sorts of insecurities. being lonely sucks, but being broken any better.. be",2.7159639596939087,1.9788230061531067,3.494507074356079,1.9825913310050964,2.81245493888855,1.5573641657829285,2.526044249534607,2.3973500728607178,1.430163711309433,3.1256585121154785,2.2675102949142456,1.3176624178886414,2.71354877948761,2.8449885845184326,2.6233595609664917,2.020198941230774,3.1493921279907227,2.108721971511841,3.3227033615112305,3.8663272857666016
19,Any other mid 20 year olds who haven't gotten a job yet?. Just asking. Domt want to feel like I'm the only dumbass. Which is most likely.... 9 to 5 with overtime sounds good. And its rewarding overall. Everyone needs to survive and theres many fucken ways to make money now. I'm just stuck and afraid personally.,Make a resume and send it out,0,0,0,38,1,Any other mid 20 year olds who haven't gotten a job yet?. Just asking. Domt want to feel like I'm the only dumbass. Which is most likely.... 9 to 5 with overtime sounds good. And its rewarding overall. Everyone needs to survive and theres many fucken ways to make money now. I'm just stuck and afraid personally.,3.180640697479248,1.6499605178833008,3.221497058868408,1.981156051158905,3.1840157508850098,1.910716712474823,3.1158347129821777,3.5069785118103027,1.32948637008667,3.025381565093994,3.031940460205078,2.9389432668685913,2.986762762069702,3.1660025119781494,2.6653369665145874,2.187908887863159,2.805477738380432,2.890112042427063,3.5305538177490234,4.121474981307983,39,0,Make a resume and send it out,2.7971166372299194,3.782034158706665,3.3413777351379395,1.2787185311317444,1.9654572010040283,1.6321241855621338,2.9809740781784058,3.568631410598755,3.1335253715515137,3.506441593170166,3.8660240173339844,3.5445709228515625,3.0939786434173584,3.031175374984741,3.3265740871429443,2.206370711326599,2.1676942110061646,3.707628011703491,4.0214433670043945,2.7113786935806274
20,It's amazing how much better I feel after taking a shower. Too bad I only take them once a week.,"Is not taking a shower common amongst us depressed folk? There are days when I skip, usually when I'm home and just don't feel like it, or on Saturday. But to go a week seems extreme.",0,0,2,40,1,It's amazing how much better I feel after taking a shower. Too bad I only take them once a week.,3.113482713699341,2.4049233198165894,3.3361387252807617,1.8776796460151672,2.9060665369033813,2.014878988265991,3.471531867980957,2.9807316064834595,3.0096373558044434,2.9761587381362915,3.161599636077881,2.9313453435897827,3.490633010864258,2.7556525468826294,2.9718037843704224,1.9449383020401,2.206131100654602,2.886488437652588,3.2597544193267822,3.206660270690918,41,0,"Is not taking a shower common amongst us depressed folk? There are days when I skip, usually when I'm home and just don't feel like it, or on Saturday. But to go a week seems extreme.",3.2610857486724854,2.1713130474090576,2.6892075538635254,2.084484100341797,3.092238664627075,2.012648344039917,2.7525919675827026,2.984233260154724,2.206474542617798,3.0224685668945312,3.1288764476776123,3.0309250354766846,2.898075819015503,3.0462491512298584,2.8624671697616577,2.1746190786361694,2.427064895629883,2.7259037494659424,3.345611095428467,3.693114757537842
