,seeker_post,response_post,ER_level,EX_level,IP_level,indices_seeker,familiarity_seeker,goal_support_seeker,suddenness_seeker,social_norms_seeker,not_consider_seeker,chance_responsblt_seeker,self_responsblt_seeker,other_control_seeker,pleasantness_seeker,predict_conseq_seeker,accept_conseq_seeker,predict_event_seeker,urgency_seeker,other_responsblt_seeker,self_control_seeker,chance_control_seeker,standards_seeker,goal_relevance_seeker,attention_seeker,unpleasantness_seeker,indices_response,familiarity_response,goal_support_response,suddenness_response,social_norms_response,not_consider_response,chance_responsblt_response,self_responsblt_response,other_control_response,pleasantness_response,predict_conseq_response,accept_conseq_response,predict_event_response,urgency_response,other_responsblt_response,self_control_response,chance_control_response,standards_response,goal_relevance_response,attention_response,unpleasantness_response
10,Happy birthday to me. I guess. Looks like it's time to get drunk and lay on the couch. Again.  Happy birthday to me,"Happy birthday love, have a great one!",1,0,0,1,0.4983697831630707,0.4394361972808838,0.5047937631607056,0.19332954287528992,0.3599545955657959,0.2920679450035095,0.5610232949256897,0.5982057452201843,0.6249029636383057,0.41371411085128784,0.5274500846862793,0.5253620743751526,0.5833500623703003,0.5102995038032532,0.4708709418773651,0.31390759348869324,0.19565236568450928,0.4768511950969696,0.639808714389801,0.31563425064086914,0,0.5093238949775696,0.6495742797851562,0.4096096158027649,-0.04106775298714638,0.31459182500839233,0.28996410965919495,0.51841139793396,0.6437984704971313,0.8181407451629639,0.6086229085922241,0.5770637392997742,0.5618761777877808,0.5954768061637878,0.6005619764328003,0.6566829085350037,0.24097833037376404,0.15708115696907043,0.5045815706253052,0.6066267490386963,-0.010386132635176182
11,"No friends?. How, as an adult, do you make friends in 2018??","Posting this, you are looking for a friwnd? Well I have not much to offer you but a chat. You want to be my friend?",1,2,0,1,0.5107537508010864,0.4021807014942169,0.5999430418014526,0.3197278380393982,0.3853362500667572,0.21806471049785614,0.36553627252578735,0.7142817378044128,0.33860209584236145,0.5489247441291809,0.5588823556900024,0.39844346046447754,0.5691431164741516,0.7160197496414185,0.3584373891353607,0.17039106786251068,0.3842708170413971,0.6134927868843079,0.7183504700660706,0.4720846116542816,0,0.5352038741111755,0.3769877254962921,0.495301216840744,0.27919453382492065,0.39222297072410583,0.21306514739990234,0.5538349747657776,0.5735335350036621,0.47768840193748474,0.4847494959831238,0.5604314804077148,0.3918724060058594,0.5391160249710083,0.6498289108276367,0.462320476770401,0.15562574565410614,0.49858716130256653,0.4844684600830078,0.5903927683830261,0.3361763656139374
12,What does depression feel like?. Honest question what does depression feel like or is it different for everyone?,like being stuck in a black hole. At times you just close your eyes and fall. Other times you open your eyes. Your eyes adjust to the darkness you realize your in a room and the door is only 3ft away it seems impossible to reach so you close your eyes and keep falling,0,0,0,1,0.5546877980232239,0.29881033301353455,0.6489232778549194,0.3189060688018799,0.4356748163700104,0.276615172624588,0.3809524178504944,0.681206464767456,0.4445361793041229,0.5654190182685852,0.48891744017601013,0.4127986431121826,0.47603344917297363,0.7056881189346313,0.4057488739490509,0.22349558770656586,0.5222945213317871,0.5620752573013306,0.7085199356079102,0.5614693760871887,0,0.5568128824234009,0.1685144454240799,0.5839049816131592,0.1748216152191162,0.6242084503173828,0.42591822147369385,0.3598038852214813,0.49316781759262085,0.033707503229379654,0.5243934392929077,0.5807557106018066,0.409932017326355,0.4939687252044678,0.5564047694206238,0.5132806897163391,0.4645571708679199,0.4739074409008026,0.5010820031166077,0.6752276420593262,0.907988429069519
13,"Do you ever just look at yourself and think I really hate you?. Self loathing seems to be the largest problem with my depression, just wondering if anyone could relate.",I look in the mirror sometimes and think how pathetic I am,0,0,2,1,0.5039330720901489,0.056572239845991135,0.4649043381214142,0.40750107169151306,0.515598714351654,0.24841608107089996,0.4967069923877716,0.5365232825279236,0.1428198665380478,0.546299159526825,0.4829499423503876,0.4588754177093506,0.5059101581573486,0.6440455913543701,0.43403342366218567,0.20994502305984497,0.5506637692451477,0.4974050223827362,0.6678787469863892,0.876794159412384,0,0.6722459197044373,0.10229221731424332,0.6705117225646973,0.42418158054351807,0.7058492302894592,0.4095078706741333,0.6427571177482605,0.4116435945034027,-0.054710693657398224,0.4960704743862152,0.5324490070343018,0.4918903708457947,0.5022028684616089,0.5372182130813599,0.5678154826164246,0.37718796730041504,0.6007767915725708,0.6109411120414734,0.7109411954879761,0.9725074768066406
14,"Hello im new. Hi I'm AJ, I'm a 16/M with depression and disabilitys, and gay. I've had depression since I was around 7 due to bullying. I'm extremely weird and dislikable but it never hurts to make a friend online",Hi AJ! glad to meet ya! Welcome to the sub jen. 31 and been depressed off and on since I remember when. Crappy family life yadda yadda. What kinda stuff are you into?,1,1,2,1,0.5238003730773926,0.3152312934398651,0.6111798882484436,0.30020931363105774,0.457478404045105,0.17556557059288025,0.5332297682762146,0.5951821804046631,0.5266231894493103,0.5446825623512268,0.628945529460907,0.48734229803085327,0.5293961763381958,0.6265337467193604,0.5751183032989502,0.23616904020309448,0.39395490288734436,0.4847496747970581,0.7346912622451782,0.5760357975959778,0,0.4923635423183441,0.3135364055633545,0.5960015654563904,0.20769384503364563,0.4217317998409271,0.25252196192741394,0.46641138195991516,0.6238021850585938,0.5177393555641174,0.5769523978233337,0.5605489611625671,0.4232407212257385,0.5320749282836914,0.7078495621681213,0.426008015871048,0.23212634027004242,0.3150387704372406,0.5087224245071411,0.6795989274978638,0.41959741711616516
15,"Is anyone not even fazed by people disappointing you anymore?. So it's more of a welp, of course everyone is disappointing me because I'm a stupid, worthless person and you're not even upset because it's like a calm acceptance of something you figured would happen anyway.",I always expect the worse because I'm either always right or pleasantly surprised.,0,0,0,1,0.5419206619262695,0.18469029664993286,0.48668938875198364,0.42854830622673035,0.5494335889816284,0.22569696605205536,0.38716575503349304,0.6686006188392639,0.1365990936756134,0.4590587615966797,0.48683640360832214,0.46619632840156555,0.49332723021507263,0.6437193155288696,0.406717449426651,0.23058797419071198,0.49667423963546753,0.5299887657165527,0.6353813409805298,0.7175934314727783,0,0.6081060767173767,0.377781480550766,0.40025946497917175,0.1871815174818039,0.41359061002731323,0.28921419382095337,0.6961801648139954,0.45962369441986084,0.3799916207790375,0.5261242389678955,0.5339778661727905,0.5273805260658264,0.4377249777317047,0.4010334610939026,0.5329086780548096,0.29466819763183594,0.35891127586364746,0.4998251795768738,0.6166168451309204,0.620841383934021
16,Does anyone else have a hard time getting motivated to exercise?. I find exercise almost unbearable w/ depression.,"The only way I'll exercise is if it's a real task that matters, like jogging to get to the bus stop on time or lifting furniture at work. I can't do the whole exercise for the sake of being healthy thing. I don't care enough about my health for that to work.",0,0,2,1,0.5500814914703369,0.2998270094394684,0.5191636085510254,0.3171095848083496,0.44160500168800354,0.19365806877613068,0.5648518204689026,0.564128041267395,0.26725661754608154,0.5740587115287781,0.5014605522155762,0.5563707947731018,0.4918283522129059,0.5050837993621826,0.47167858481407166,0.18853560090065002,0.4254203140735626,0.5166168212890625,0.6843036413192749,0.648564338684082,0,0.6064292788505554,0.40829145908355713,0.47961291670799255,0.19148485362529755,0.4885581135749817,0.22532272338867188,0.6312243938446045,0.5054765343666077,0.17633028328418732,0.5940272808074951,0.5623269081115723,0.6026142835617065,0.5119876861572266,0.45804259181022644,0.5163609981536865,0.2057238221168518,0.3711051344871521,0.48020410537719727,0.7112026214599609,0.7041342854499817
17,Had my heart broken by a girl about 6 months ago... will I feel love / be able to love ever again ?. I've experienced breakups before but this one was just vacuum levels of suck,I'm sorry that haopened. I've never had a breakup because I always get rejected. I've had similar things so I can at least get an idea of how that must feel. But I believe you can find another girl you live.,2,0,1,1,0.3696590065956116,0.2762419879436493,0.6518170237541199,0.2084685117006302,0.413253515958786,0.24431712925434113,0.4754282534122467,0.34274667501449585,0.1624903529882431,0.46222907304763794,0.4141294062137604,0.23647166788578033,0.412799209356308,0.49514660239219666,0.23096860945224762,0.27301451563835144,0.24903470277786255,0.2781652510166168,0.47427910566329956,0.607449471950531,0,0.4396544098854065,0.3189126253128052,0.5366882681846619,0.3161916136741638,0.5172041654586792,0.30035847425460815,0.4240635931491852,0.5871298313140869,0.4068150520324707,0.48150530457496643,0.559259831905365,0.4619453549385071,0.5189259052276611,0.6493960022926331,0.3475821316242218,0.24977613985538483,0.41791272163391113,0.49880218505859375,0.6753387451171875,0.5349251627922058
18,I've done everything possible to prove I'm worth loving.. Yet here I am. Alone.,"i totally get that shit. seriously i do. i was just asking, i was just wondering. maybe your one of the lucky ones meant to wait for their real love to come. giving my situation id of totally preferred that, then being torn apart with bad relationships causing all sorts of insecurities. being lonely sucks, but being broken any better.. be",1,0,0,1,0.5145124793052673,0.4336274564266205,0.5333219170570374,0.1891612410545349,0.39359572529792786,0.24263322353363037,0.7085488438606262,0.5392322540283203,0.33175256848335266,0.5265581011772156,0.45550090074539185,0.5468792915344238,0.5413122773170471,0.5350350737571716,0.49206873774528503,0.22818662226200104,0.34116092324256897,0.4912273585796356,0.6025689840316772,0.6302585601806641,0,0.4289909899234772,0.24470575153827667,0.6236267685890198,0.2456478327512741,0.45311373472213745,0.13934104144573212,0.38151106238365173,0.34933751821517944,0.10754092782735825,0.5314146280288696,0.3168775737285614,0.07941560447216034,0.42838719487190247,0.46124714612960815,0.4058398902416229,0.2550497353076935,0.5373480319976807,0.2771804928779602,0.5806758403778076,0.7165818214416504
19,Any other mid 20 year olds who haven't gotten a job yet?. Just asking. Domt want to feel like I'm the only dumbass. Which is most likely.... 9 to 5 with overtime sounds good. And its rewarding overall. Everyone needs to survive and theres many fucken ways to make money now. I'm just stuck and afraid personally.,Make a resume and send it out,0,0,0,1,0.545160174369812,0.1624901294708252,0.555374264717102,0.24528901278972626,0.5460039377212524,0.22767917811870575,0.5289586782455444,0.6267446279525757,0.08237159252166748,0.5063453912734985,0.5079851150512695,0.4847358167171478,0.49669069051742554,0.5415006279945374,0.41633424162864685,0.2969772219657898,0.45136943459510803,0.47252801060676575,0.6326384544372559,0.7803687453269958,0,0.44927915930747986,0.6955085396766663,0.5853444337844849,0.0696796327829361,0.24136430025100708,0.15803104639053345,0.49524351954460144,0.6421578526496887,0.5333813428878784,0.6266103982925415,0.7165060043334961,0.6361427307128906,0.5234946608543396,0.5077938437461853,0.5816435217857361,0.3015926778316498,0.29192355275154114,0.6769070029258728,0.7553608417510986,0.42784467339515686
20,It's amazing how much better I feel after taking a shower. Too bad I only take them once a week.,"Is not taking a shower common amongst us depressed folk? There are days when I skip, usually when I'm home and just don't feel like it, or on Saturday. But to go a week seems extreme.",0,0,2,1,0.5283706784248352,0.35123082995414734,0.5840346813201904,0.2194199115037918,0.47651663422584534,0.2537197470664978,0.6178829669952393,0.49518290162086487,0.5024093389511108,0.4940396845340729,0.5403999090194702,0.4828363358974457,0.6226582527160645,0.43891313672065735,0.4929509460926056,0.23623457551002502,0.3015327751636505,0.471622109413147,0.5649386048316956,0.5516650676727295,0,0.5652714371681213,0.2928282618522644,0.42230188846588135,0.2711210250854492,0.5230596661567688,0.25316208600997925,0.43814799189567566,0.49605831503868103,0.30161863565444946,0.5056171417236328,0.5322191119194031,0.5077312588691711,0.47451895475387573,0.5115622878074646,0.46561679244041443,0.29365476965904236,0.3567662239074707,0.4314759373664856,0.5864027738571167,0.6732786893844604
21,Do you all hate the news too?. It's always more new depressing shit happening in the world.,"I hate T.V in general. All those fake ass shows with acting makes me throw up in my mouth. My parents think that it's 'entertaining because it's real', no, it's entertaining because they're paid to be entertaining.",0,0,2,1,0.5265777111053467,0.1454155296087265,0.5549354553222656,0.3963770866394043,0.5675338506698608,0.2735319137573242,0.41939499974250793,0.6170661449432373,0.16807414591312408,0.47280773520469666,0.514805793762207,0.4207095801830292,0.5244980454444885,0.6070446968078613,0.36857494711875916,0.25952619314193726,0.48533007502555847,0.48843738436698914,0.6208940744400024,0.8224420547485352,0,0.5320368409156799,0.10714169591665268,0.5615649819374084,0.4444980323314667,0.6015489101409912,0.23690305650234222,0.40575188398361206,0.7097472548484802,0.11500158905982971,0.5261300802230835,0.47416746616363525,0.48255348205566406,0.536074161529541,0.6407817006111145,0.33021917939186096,0.3150210678577423,0.590848445892334,0.5178714394569397,0.6413998007774353,0.8721816539764404
22,Stress fasting?. Do you folk get it? When it gets rough I pretty much won't eat for 4-7 days,I have the opposite problem. I eat and eat and eat when depressed. Sometimes when I have bad anxiety I eat though.,0,0,0,1,0.6012266874313354,0.2787860333919525,0.5778648257255554,0.15127798914909363,0.5780909657478333,0.3875756859779358,0.5718940496444702,0.40922486782073975,0.171369269490242,0.6378393173217773,0.5769157409667969,0.6560940146446228,0.4105664789676666,0.47908052802085876,0.5306655168533325,0.4028635621070862,0.2880259156227112,0.46643924713134766,0.6221319437026978,0.8317378163337708,0,0.6611162424087524,0.10914073884487152,0.4841408431529999,0.3403918743133545,0.5659927725791931,0.3390040695667267,0.6370647549629211,0.3861863315105438,-0.01393346767872572,0.5709779262542725,0.4731762409210205,0.5073209404945374,0.5502992868423462,0.40607011318206787,0.4929504692554474,0.25161272287368774,0.4433733820915222,0.47141364216804504,0.6436514854431152,0.8510007858276367
23,I've been in bed for 5 days. I can't seem to stay up for more than an hour at a time. Tomorrow is my last sick day. If I can't get up I will lose my job. Somehow I really don't even care. I wish I could just blink out of existence.,"Get up and take a shower, and then go for a walk so you can clear your mind. That usually helps me after going through one of these periods. It sucks, but you'll get through it. And don't lose your job, you don't want to end up on the street. You're stronger than you think, there's just a cloud of depression around you that's obscuring your vision. Stay strong and don't give up. You can do this.",1,0,0,1,0.5362598299980164,0.22074982523918152,0.6768593788146973,0.22505828738212585,0.5758452415466309,0.33059462904930115,0.48913055658340454,0.4933551549911499,0.13924281299114227,0.501015305519104,0.5153598189353943,0.46605002880096436,0.5058258175849915,0.3974802792072296,0.4678667187690735,0.35742631554603577,0.442337304353714,0.40848439931869507,0.6266318559646606,0.7940587401390076,0,0.5093262791633606,0.3708978593349457,0.4006201922893524,0.18751458823680878,0.44081446528434753,0.3425600230693817,0.42723026871681213,0.5655465126037598,0.38786420226097107,0.5773674249649048,0.5864747762680054,0.49744492769241333,0.45150989294052124,0.6785268187522888,0.39787963032722473,0.25726285576820374,0.424714058637619,0.5245501399040222,0.6584560871124268,0.6433424949645996
24,"I want to be someone's favorite. Though I've had many best friends, I've never been anyone's best friend. I have fallen deeply in love with a few people but no one has ever looked twice at me. I feel like the biggest, loneliest piece of shit in the whole universe. I'm just so fucking tired.","You're not alone. The few really close friends I've had have all moved overseas, and moved on with their lives. I'm all alone in the city I grew up in. It's a surreal feeling. For each day that passes I feel more and more antisocial, and it only gets harder to reach out to people, and the more time I spend alone, the less I have to say to the people around me. It's a vicious circle and I don't know how to escape it.",1,0,2,1,0.514338493347168,0.2815946638584137,0.5501915812492371,0.25710368156433105,0.5464571118354797,0.2633582651615143,0.6803675293922424,0.5133720636367798,0.2701849043369293,0.5335613489151001,0.5705901980400085,0.5594902038574219,0.5561164617538452,0.5059257745742798,0.5291361808776855,0.3047627806663513,0.3249543011188507,0.48630082607269287,0.6868977546691895,0.6821008324623108,0,0.5610643625259399,0.2899366021156311,0.5405929088592529,0.30627596378326416,0.49600669741630554,0.288341760635376,0.5119392275810242,0.6342203617095947,0.2497715801000595,0.5372907519340515,0.5641882419586182,0.49332043528556824,0.47192907333374023,0.6329154372215271,0.4733450412750244,0.2876906991004944,0.3397304117679596,0.48869413137435913,0.6880223751068115,0.7879112958908081
25,Does anyone else feel like they are meant to be in misery?. I've been broken since day one.,"I feel the same, I feel as if I was born defective.",0,0,2,1,0.46579137444496155,0.15116313099861145,0.5619865655899048,0.33805808424949646,0.551164984703064,0.30891627073287964,0.49467721581459045,0.5756288170814514,0.12925374507904053,0.51952064037323,0.49036118388175964,0.460807204246521,0.5414348244667053,0.48577529191970825,0.43669089674949646,0.28303951025009155,0.5317538380622864,0.5426008701324463,0.6772910952568054,0.7636914849281311,0,0.48760414123535156,0.380767822265625,0.39285096526145935,0.1724250465631485,0.40467873215675354,0.38267335295677185,0.6624289155006409,0.44016361236572266,0.3288399875164032,0.6028205156326294,0.5412538647651672,0.5554660558700562,0.4943943917751312,0.38403478264808655,0.4863062798976898,0.27783480286598206,0.3955856263637543,0.5961908102035522,0.7178292870521545,0.5676677823066711
